8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;acesso;a;área;de;cancelamento;;;;;;;;;;;;;;;;;;;;;;;;;
Dificuldades;para;mudança;de;plano;;;;;;;;;;;;;;;;;;;;;;;;;;
Lentidão;no;acesso;a;internet;;;;;;;;;;;;;;;;;;;;;;;;;;
Mensalidade;cobrada;duas;vezes;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esta;empresa;deveria;ser;classificva;como;uma;ignomínia;;;;;;;;;;;;;;;;;;;;;;;
Atendimento;muito;ruim,;confuso;e;despreocupado;com;compromisso;ao;cliente;;;;;;;;;;;;;;;;;;;;;
Cancelamento;de;linha;e;cobrança;pós;cancelamento;;;;;;;;;;;;;;;;;;;;;;;;
Internet;Banda;Larga;extremamente;lenta;hoje;(23/10/23);=;<;0,3;Mbps;de;download;;;;;;;;;;;;;;;;;;
não;para;de;ligar;ja;fiz;uma;reclamação;hoje;e;nada;;;;;;;;;;;;;;;;;;;;
FALTA;DE;CONEXÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Não;cumprimento;da;oferta;e;cancelamento;;;;;;;;;;;;;;;;;;;;;;;;;
Abertura;de;Porta;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cancelamento;de;internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Falta;Internet;a;5;dias;;;;;;;;;;;;;;;;;;;;;;;;;;
Contas;em;dia;e;bloqueio/redução;da;internet.;;;;;;;;;;;;;;;;;;;;;;;;
NÃO;FOI;POSSÍVEL;ACESSAR;O;MEU;TIM;NESTE;MOMENTO.;FECHE;O;SEU;NAVEGADOR;E;TENTE;NOVAMENTE.;;;;;;;;;;;;;;;
Apos;ligar;para;reclamar;de;falta;de;acesso;ao;paramont+;começaram;a;me;mandar;e-mail;sobre;uma;cobrança;;;;;;;;;;;;;
Velocidade;não;chega;nem;metade;do;que;é;vendido.;;;;;;;;;;;;;;;;;;;;;;
7;dias;sem;internet;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vibra;já;passa;na;rua;mais;indisponível;;;;;;;;;;;;;;;;;;;;;;;;
Sem;Internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Problema;com;a;forma;de;pagamento,com;os;valores;que;vem;e;problemas;técnico;mais;de;6;meses;;;;;;;;;;;;;;
Banda;Larga;1Gbs;com;modem;de;500Mbps;;;;;;;;;;;;;;;;;;;;;;;;
Aplicação;absurda;de;Multa;por;Cancelamento;;;;;;;;;;;;;;;;;;;;;;;;;
Modem;com;etiqueta;trocada;;;;;;;;;;;;;;;;;;;;;;;;;;;
Péssimo;atendimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobranção;indevida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IM;Ultra;fibra;lento,;plano;de;150mega;roda;a;45;mega;,;acesso;a;caixa;de;fibra;da;tim;parece;ser;comunitario;,;todo;mundo;mexe,;acredito;esta;cheio;de;splitter.
CANCELAMENTO;DE;INTERNET;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tim;live;se;querem;dor;de;cabeça;essa;e;a;operadora;certa;;;;;;;;;;;;;;;;;;;
Cobrança;indevida;de;taxa;de;instalação;com;8;meses;utilizando;o;serviço;;;;;;;;;;;;;;;;;;;
Entrei;em;contato;com;a;TIM;LIVE;Devido;a;uma;alteração;na;conta.;;;;;;;;;;;;;;;;;;
dependo;100%;da;internet;pra;trabalho;;;;;;;;;;;;;;;;;;;;;;;;;
sem;previsão;de;reparo;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mudança;de;plano;sem;resposta;;;;;;;;;;;;;;;;;;;;;;;;;;
Tim;veio;instalar;internet;em;outro;apartamento,;cortou;os;meus;cabos;e;estou;sem;internet;fazem;48;horas;;;;;;;;;;;;;
NÃO;CONSIGO;CANCELAR;MINHA;INTERNET,;DESLIGAM;TEL.;;;;;;;;;;;;;;;;;;;;;;;;
Cobrança;indevida;e;não;retorno;de;contestação;de;valor;da;cobrança;;;;;;;;;;;;;;;;;;;;
Aguardo;a;retirada;de;equipamentos,;que;foi;agendada;e;ninguém;compareceu;;;;;;;;;;;;;;;;;;;;
Troca;do;moldem;de;cômodo;;;;;;;;;;;;;;;;;;;;;;;;;;
Existe;cobertura;mas;não;existe;viabilidade;para;região.;;;;;;;;;;;;;;;;;;;;;;;
Cobrança;indevida;após;cancelamento;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABSURDO;OLHAR;SCORE;DE;CPF;ANTES;DE;REALIZAR;VENDA;DE;PRODUTOS;;;;;;;;;;;;;;;;;;;;
Solicitação;do;plano;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;mês;sem;internet;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;conexão;há;dois;dias;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet;instável;a;mais;de;1;semana;;;;;;;;;;;;;;;;;;;;;;;;
Má;conduta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;internet;ultra;fibra;a;mais;de;2;semanas;;;;;;;;;;;;;;;;;;;;;;
Péssima;conexão;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cancelamento;da;linha;após;1;ano;de;reclamações;sem;solução;;;;;;;;;;;;;;;;;;;;;
promoção;ofertada;totalmente;diferente;do;serviço;instalado;;;;;;;;;;;;;;;;;;;;;;;;
a;instalação;foi;feita;10;dias;depois;interrompida;;;;;;;;;;;;;;;;;;;;;;;
Internet;Lenta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Velocidade;ofertada;menor;que;a;velocidade;contratada;;;;;;;;;;;;;;;;;;;;;;;;
Internet;sem;reparo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PASSOU;O;PRAZO;E;CONTINUAMOS;SEM;INTERNET;;;;;;;;;;;;;;;;;;;;;;;;
Estou;sem;internet;desde;o;dia;20/10/2023;e;a;tim;não;faz;nada.;;;;;;;;;;;;;;;;;;
Todos;os;dias;sem;internet!!!;;;;;;;;;;;;;;;;;;;;;;;;;;
Estou;sem;Internet;há;quase;1;semana;;;;;;;;;;;;;;;;;;;;;;;;
MUITO;PROBLEMA;COM;INSTALAÇÃO;E;DEPOIS;DA;INSTALAÇÃO;INTERNET;HORRÍVEL!;;;;;;;;;;;;;;;;;;;;;
Sem;internet;há;24;horas;;;;;;;;;;;;;;;;;;;;;;;;;;
Queda;constante;de;sinal;;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet;Péssima;Todos;os;momentos;;;;;;;;;;;;;;;;;;;;;;;;;;
Reparo;agendado;para;ser;feito;dia;27/10/2023,;as;14;horas,;nao;vieram.;;;;;;;;;;;;;;;;;;;
Reparo;na;região;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solicitei;reparo,;vieram;em;outra;data;e;ainda;tiraram;a;minha;internet;;;;;;;;;;;;;;;;;;;
Sem;serviço;de;dados;;;;;;;;;;;;;;;;;;;;;;;;;;;
Visita;técnica;não;realizada;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;Internet;e;sem;previsão;;;;;;;;;;;;;;;;;;;;;;;;;;
Minha;Internet;não;funciona;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meses;com;a;Internet;pessima;;;;;;;;;;;;;;;;;;;;;;;;;;
Velocidade;reduzida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Péssimo;atendimento;e;prestação;de;serviço;;;;;;;;;;;;;;;;;;;;;;;;;
Internet;Não;está;funcionando;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;internet,;caindo;muito;e;quando;peço;para;resolver,;o;resultado;é;pouco;efetivo;;;;;;;;;;;;;;;;;
Tim;internet;não;funciona;;;;;;;;;;;;;;;;;;;;;;;;;;;
Péssimo;serviço;prestado;;;;;;;;;;;;;;;;;;;;;;;;;;;;
contratei;1;giga;e;não;funciona;;;;;;;;;;;;;;;;;;;;;;;;;
Falta;de;Internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serviço;técnico;e;assistência;;;;;;;;;;;;;;;;;;;;;;;;;;;
Não;arruma;a;minha;linha;;;;;;;;;;;;;;;;;;;;;;;;;;
Plano;de;1gb;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;serviço;de;internet;;;;;;;;;;;;;;;;;;;;;;;;;;;
tecnicos;terceirizados;da;TIM;ficam;desligando;a;internet;no;poste;;;;;;;;;;;;;;;;;;;;;
Serviço;interrompido;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baixa;velocidade;e;mal;atendimento;;;;;;;;;;;;;;;;;;;;;;;;;;
Ultra;fibra;não;fornece;a;velocidade;contratada;;;;;;;;;;;;;;;;;;;;;;;;
Semanas;com;instabilidade,;agora;completamente;sem;internet;;;;;;;;;;;;;;;;;;;;;;;;
Prestação;de;Serviços;de;má;qualidade;;;;;;;;;;;;;;;;;;;;;;;;;
A;TIM;NÃO;QUER;REALIZAR;O;REPARO;DA;INTERNET;;;;;;;;;;;;;;;;;;;;;;
Sem;internet;a;cinco;dias;;;;;;;;;;;;;;;;;;;;;;;;;;
Acordo;não;cumprido;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;funcionar;na;primeira;semana;que;foi;instalada;;;;;;;;;;;;;;;;;;;;;;;
Pagamentos;em;dia;mas;sem;serviço;;;;;;;;;;;;;;;;;;;;;;;;;
Insatisfação;com;plano;contratado;.;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet;não;funciona;como;deveria;;;;;;;;;;;;;;;;;;;;;;;;;;
Mais;de;48;horas;sem;INTERNET;em;casa.;;;;;;;;;;;;;;;;;;;;;;;
Bom;dia;solicito;contestação;da;fatura;sobre;periodo;sem;sinal;falta;de;respeito;ao;consumidor;;;;;;;;;;;;;;;;
Não;tem;prazo;para;o;reparo;;;;;;;;;;;;;;;;;;;;;;;;;
Lentidão;da;velocidade;por;dois;dias;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;internet,;péssimo;serviço;e;antedimento;;;;;;;;;;;;;;;;;;;;;;;;;
Quedas;constantes;da;Internet;2.4G;;;;;;;;;;;;;;;;;;;;;;;;;;
Tim;não;resolve;problemas;de;conexão;da;internet;;;;;;;;;;;;;;;;;;;;;;;
Sem;sinal;de;internet;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;internet;a;mais;de;48h;;;;;;;;;;;;;;;;;;;;;;;;;
Internet;de;Fibra;Fajuta;;;;;;;;;;;;;;;;;;;;;;;;;;;
A;internet;vive;caindo,;eles;demoram;para;resolver;o;problema;e;dessa;vez;estou;mais;de;3;dias;sem;internet;e;eles;não;resolvem.;;;;;;;
Descumprimento;de;Obrigações;-;Sem;Internet;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;fornecimento;do;serviço;de;dados,;desde;11/10/2023;;;;;;;;;;;;;;;;;;;;;;;
SEM;INTERNET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
péssima;qualidade;do;serviço;;;;;;;;;;;;;;;;;;;;;;;;;;;
Falta;de;respeito;do;atendente;e;mensagens;excessivas;;;;;;;;;;;;;;;;;;;;;;;
Não;cumprimento;de;prazo;e;pagando;caro;pela;má;entrega;do;produto/serviço;;;;;;;;;;;;;;;;;;;
Inconstância;no;serviço;de;Internet;há;mais;de;dez;dias,;inclusive;hoje.;;;;;;;;;;;;;;;;;;;
Instabilidade;no;Tim;Live;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estou;a;5;dias;sem;internet;e;a;TIM;não;faz;nada;a;respeito;;;;;;;;;;;;;;;;;
Velocidade;de;conexão;ultra;baixa;;;;;;;;;;;;;;;;;;;;;;;;;;
numero;de;portas;pequeno;para;grande;numero;de;usuários;da;internet,;nessa;rua.;;;;;;;;;;;;;;;;;;
Serviço;Ruim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTERRUPÇÃO;DO;SINAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Todo;dia;sem;internet;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOS;piscando;luz;vermelha;;;;;;;;;;;;;;;;;;;;;;;;;;;
Desde;o;dia;11/10/2023;sem;internet;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;comunicação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Interrupção;total;do;sinal;;;;;;;;;;;;;;;;;;;;;;;;;;;
Desrespeito;com;o;cliente;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;Wi-Fi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet;sempre;cai;após;reparo;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;Internet;desde;o;dia;01/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;
Lentidão;na;internet;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Negligência;e;pouco;caso;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reparo;não;realizado.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quedas;constantes;da;internet;e;mal;atendimento;;;;;;;;;;;;;;;;;;;;;;;;
baixa;velocidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet;instável,;demora;na;restauração!;;;;;;;;;;;;;;;;;;;;;;;;;;
Toda;semana;instabilidade;na;internet;;;;;;;;;;;;;;;;;;;;;;;;;;
Interrupção;direto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Atendimentos;recorrentes;sem;solucao;com;prazo;elevado;para;reparo.;;;;;;;;;;;;;;;;;;;;;;
INFORMAÇÕES;FORNECIDAS;ERRONEAMENTE;E;QUEDA;CONSTANTE;DE;INTERNET;;;;;;;;;;;;;;;;;;;;;;;
Quedas;constantes;de;sinal;da;internet;por;dias;;;;;;;;;;;;;;;;;;;;;;;
Serviço;Interrompido;e;péssimo;atendimento;;;;;;;;;;;;;;;;;;;;;;;;;;
FALTA;DE;COMPROMISSO;COM;O;CLIENTE;E;ENGANAÇÃO;;;;;;;;;;;;;;;;;;;;;;;
quedas;constantes;mesmo;apos;reparo;técnico;e;falta;de;portas;disponíveis;;;;;;;;;;;;;;;;;;;;
Internet;lenta,;reparo;agendado;e;não;comparecimento;do;técnico.;;;;;;;;;;;;;;;;;;;;;;
AUMENTO;DA;VELOCIDADE;DA;INTERNET;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTOU;SENDO;COBRADA;APÓS;CANCELAR;;;;;;;;;;;;;;;;;;;;;;;;;;
Minha;conta;veio;zerada;esse;mês;;;;;;;;;;;;;;;;;;;;;;;;;
Mudança;de;Ponto;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COBRANÇA;DE;FATURA;APOS;O;CANCELAMENTO;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;internet;a;mais;d;uma;semana;;;;;;;;;;;;;;;;;;;;;;;;
Fiz;cancelamento,;fiz;acordo;e;até;hj;estão;me;cobrando;;;;;;;;;;;;;;;;;;;;;
Continuo;recebendo;ligações;e;e-mails;de;cobrança;de;um;plano;que;não;tenho;;;;;;;;;;;;;;;;;;
Fibra;não;solicitada;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UMA;SEMANA;SEM;INTERNET;;;;;;;;;;;;;;;;;;;;;;;;;;;
valor;da;fatura;incorreto,;e;péssimo;atendimento;no;chat;;;;;;;;;;;;;;;;;;;;;;
Sem;sinal;banda;larga;Live;tim;;;;;;;;;;;;;;;;;;;;;;;;;
Débito;indevido;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FUI;COBRADO;3;MESES;APOS;CANCELAR;;;;;;;;;;;;;;;;;;;;;;;;;
Instalação;não;realizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FUI;ENGANADO;PELOS;TÉCNICOS;DA;TIM,;PESSIMA;EMPRESA;PARA;SE;CONTRATAR;;;;;;;;;;;;;;;;;;;;
Pedi;uma;mudança;de;endereço;e;até;agora;nada,;já;são;6;dias;já;sem;internet;e;sem;poder;trabalhar;;;;;;;;;;;
Cancelamento;da;Internet;sem;haver;nenhum;tipo;de;cobranças;[Editado;pelo;Reclame;Aqui];;;;;;;;;;;;;;;;;;
Impossível;troca;de;titularidade;;;;;;;;;;;;;;;;;;;;;;;;;;;
Problema;no;cabeamento;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Multa;por;cancelamento;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VoIP;mudo;após;troca;pra;fibra;;;;;;;;;;;;;;;;;;;;;;;;;
Valor;de;fatura;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Conta;suspensa;e;dados;roubados;;;;;;;;;;;;;;;;;;;;;;;;;;
Cancelamento;da;banda;larga;Tim;;;;;;;;;;;;;;;;;;;;;;;;;;
Tim;Ultrafibra;não;respeita;o;consumidor;e;faz;ele;de;otario;;;;;;;;;;;;;;;;;;;;
Sem;internet;nem;manutenção;da;Tim;novamente;;;;;;;;;;;;;;;;;;;;;;;;
Estou;tendo;dificuldade;no;cancelamento;;;;;;;;;;;;;;;;;;;;;;;;;;
Agendaram;a;instalação,;mas;não;tem;porta;disponível;;;;;;;;;;;;;;;;;;;;;;;
Sem;internet;desde;o;dia;17/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;
Cobrança;Errada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tim;qdo;resolve;um;problema;aparece;outro!;;;;;;;;;;;;;;;;;;;;;;;;
Suspensão;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mudança;de;endereço;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reclamação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mudança;de;endereço;e;atendimento;;;;;;;;;;;;;;;;;;;;;;;;;;
Sem;internet;a;3;dias;e;sem;prazo;para;resolução;;;;;;;;;;;;;;;;;;;;;
Cobrança;Indevida;[Editado;pelo;Reclame;Aqui];;;;;;;;;;;;;;;;;;;;;;;;;
Cancelamento;serviço;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quanta;dificuldade;para;executar;um;cancelamento;;;;;;;;;;;;;;;;;;;;;;;;;
Impossivel;realizar;o;cancelamento;da;internet;live;tim;Ultrafibra;;;;;;;;;;;;;;;;;;;;;;
Bloqueio;recorrente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Me;cobrando;mesmo;depois;de;ter;mudado;de;plano.;;;;;;;;;;;;;;;;;;;;;;
Simplismente;não;querem;instalar;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobrança;Errada;de;Plano;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCELAMENTO;DA;MINHA;INTERNET;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTA;COBRANDO;UM;VALOR;NÃO;COMBINADO;;;;;;;;;;;;;;;;;;;;;;;;;
Utilização;indevida;de;dados;pessoais;;;;;;;;;;;;;;;;;;;;;;;;;;
COMPRA;COM;PROBLEMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;horas;sem;internet;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nenhum;técnico;vem;buscar;o;modem;;;;;;;;;;;;;;;;;;;;;;;;;
Suspensão;indevida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Péssimo;atendimento.;nada;respeitoso;com;o;cliente,;sem;internet;desde;o;dia;11'10'2023;e;sem;reparo,;nem;solução,;resposta;desencontradas;!;;;;;;;;;;
